Data Transakcji;Konto;Oddzia³; Sumy Kwot 
29.05.17;65590;110;41,60 z³
22.12.09;65600;110;207,60 z³
5.10.15;65610;110;29,78 z³
27.01.14;65660;110;15,62 z³
28.11.13;65690;110;44,28 z³
31.08.14;65700;110;198,44 z³
8.01.17;65710;110;611,21 z³
24.09.09;65730;110;24 442,00 z³
4.03.13;65740;110;409,13 z³
5.01.12;65750;110;542,13 z³
6.05.10;65760;110;33 635,00 z³
28.09.14;65770;110;0,54 z³
8.01.15;65900;170;60,75 z³
24.03.10;66010;130;18 719,00 z³
6.02.10;66020;130;170,75 z³
19.02.15;66030;130;41 306,00 z³
20.02.13;66040;130;42 558,00 z³
20.07.13;66050;130;37,46 z³
6.08.09;66070;130;16 316,00 z³
5.05.10;66080;130;42 431,00 z³
19.10.15;66090;130;18 841,00 z³
7.09.14;66100;130;23 833,00 z³
22.11.16;66110;130;0,56 z³
6.02.11;66120;130;17 168,00 z³
16.01.10;66130;130;66,22 z³
17.12.16;66510;140;31,16 z³
8.02.12;66520;140;31,43 z³
11.12.13;66530;140;22,68 z³
9.07.17;66550;140;14,42 z³
16.08.13;68050;170;0,02 z³
18.12.10;61510;150;64,72 z³
28.02.12;61520;150;171,52 z³
30.05.12;61530;150;51,70 z³
17.08.16;61540;150;30 376,00 z³
17.06.17;61550;150;161,21 z³
20.08.10;61560;150;16 681,00 z³
27.09.14;61570;150;172,39 z³
27.12.13;62010;150;832,68 z³
19.03.10;62020;150;355,19 z³
7.05.10;62030;150;0,56 z³
23.03.15;62099;150;22,81 z³
12.08.10;62510;120;135,28 z³
2.10.12;62520;120;47,10 z³
10.12.15;62530;120;22,52 z³
24.10.14;62550;120;46,06 z³
7.12.15;62560;120;13,23 z³
3.05.12;63050;150;17 564,00 z³
28.12.11;64000;150;269,39 z³
4.07.10;64010;150;19,27 z³
25.02.15;64020;150;46 935,00 z³
3.02.15;65540;110;548,02 z³
20.10.16;65550;110;59,11 z³
11.06.15;65570;110;42 433,00 z³
11.02.17;65590;110;55,47 z³
3.08.09;65600;110;276,80 z³
1.11.14;65610;110;39,71 z³
16.02.12;65660;110;20,82 z³
6.06.11;65690;110;59,04 z³
16.04.14;65700;110;264,58 z³
2.09.16;65710;110;814,94 z³
9.05.16;65730;110;16,88 z³
28.05.14;65740;110;545,50 z³
13.10.13;65750;110;722,84 z³
10.10.13;65760;110;32 933,00 z³
23.07.16;65770;110;0,72 z³
1.01.16;65900;170;81,00 z³
20.01.11;66010;130;42 375,00 z³
21.05.15;66020;130;227,66 z³
8.07.17;66030;130;30 713,00 z³
28.11.15;66040;130;15 950,00 z³
24.10.15;66050;130;49,95 z³
7.12.16;66070;130;21 520,00 z³
3.05.17;66080;130;25 600,00 z³
5.09.10;66090;130;12 724,00 z³
21.10.10;66100;130;43 617,00 z³
27.02.15;66110;130;0,74 z³
30.01.14;66120;130;35 065,00 z³
14.01.13;66130;130;88,29 z³
19.05.13;66510;140;41,55 z³
18.10.09;66520;140;41,90 z³
25.09.09;66530;140;30,24 z³
4.08.10;66550;140;19,22 z³
14.03.16;68050;170;0,03 z³
4.08.17;61510;150;57,35 z³
11.03.13;61520;150;151,98 z³
17.12.14;61530;150;45,81 z³
18.04.16;61540;150;14 305,00 z³
1.07.15;61550;150;142,85 z³
20.03.17;61560;150;13 728,00 z³
12.06.12;61570;150;152,76 z³
22.03.11;62010;150;737,85 z³
13.12.14;62020;150;314,74 z³
27.07.09;62030;150;0,50 z³
15.12.12;62099;150;20,21 z³
7.10.11;62510;120;119,88 z³
12.07.12;62520;120;41,73 z³
11.09.17;62530;120;19,96 z³
27.04.13;62550;120;40,81 z³
24.05.17;62560;120;26 969,00 z³
10.02.12;63050;150;43 862,00 z³
10.08.12;64000;150;238,71 z³
13.01.16;64010;150;42 568,00 z³
23.01.13;64020;150;16 589,00 z³
19.07.17;65540;110;485,61 z³
15.04.16;65550;110;52,38 z³
31.07.17;65570;110;20 880,00 z³
29.09.09;65590;110;49,15 z³
16.12.11;65600;110;245,28 z³
23.12.14;65610;110;35,19 z³
31.03.16;65660;110;18,45 z³
2.04.15;65690;110;52,32 z³
16.07.13;65700;110;234,45 z³
27.07.10;65710;110;722,13 z³
18.06.16;65730;110;14,95 z³
30.05.13;65740;110;483,37 z³
8.01.15;65750;110;640,51 z³
1.11.10;65760;110;16 862,00 z³
6.09.15;65770;110;0,64 z³
17.06.12;65900;170;71,78 z³
30.10.14;66010;130;12 175,00 z³
25.02.17;66020;130;201,74 z³
21.11.15;66030;130;19 025,00 z³
16.06.11;66040;130;13 363,00 z³
9.03.16;66050;130;44,26 z³
18.01.12;66070;130;42 309,00 z³
7.11.09;66080;130;14 277,00 z³
19.05.17;66090;130;42 500,00 z³
19.01.16;66100;130;18 019,00 z³
13.11.15;66110;130;0,66 z³
21.02.16;66120;130;26 665,00 z³
9.09.16;66130;130;78,23 z³
4.09.13;66510;140;36,81 z³
4.12.10;66520;140;37,13 z³
15.05.10;66530;140;26,80 z³
6.11.11;66550;140;42 446,00 z³
26.08.14;68050;170;0,03 z³
19.06.13;61510;150;53,40 z³
30.01.15;61520;150;141,50 z³
23.06.13;61530;150;42,65 z³
9.05.17;61540;150;42 430,00 z³
1.06.17;61550;150;133,00 z³
12.12.14;61560;150;29 037,00 z³
17.02.14;61570;150;142,22 z³
16.10.10;62010;150;686,96 z³
20.07.17;62020;150;293,04 z³
25.07.14;62030;150;0,46 z³
28.02.13;62099;150;18,81 z³
15.12.13;62510;120;111,61 z³
24.02.13;62520;120;38,86 z³
25.06.10;62530;120;18,58 z³
11.02.11;62550;120;38,00 z³
5.08.10;62560;120;33 878,00 z³
12.05.10;63050;150;42 462,00 z³
22.09.10;64000;150;222,25 z³
2.04.14;64010;150;15,90 z³
11.12.15;64020;150;42 375,00 z³
21.01.10;65540;110;452,12 z³
31.01.11;65550;110;48,77 z³
15.08.10;65570;110;12 114,00 z³
5.10.11;65590;110;45,76 z³
23.12.12;65600;110;228,36 z³
27.11.16;65610;110;32,76 z³
8.05.16;65660;110;17,18 z³
11.05.12;65690;110;48,71 z³
29.11.16;65700;110;218,28 z³
15.02.14;65710;110;672,33 z³
22.11.16;65730;110;13,92 z³
12.05.16;65740;110;450,04 z³
23.07.11;65750;110;596,34 z³
11.04.15;65760;110;44 621,00 z³
19.03.13;65770;110;0,59 z³
14.01.11;65900;170;66,83 z³
8.10.10;66010;130;35 156,00 z³
10.09.09;66020;130;187,82 z³
1.05.14;66030;130;12 816,00 z³
26.07.10;66040;130;28 672,00 z³
28.01.10;66050;130;41,21 z³
15.10.15;66070;130;14 154,00 z³
10.09.09;66080;130;44 958,00 z³
3.12.15;66090;130;13 394,00 z³
21.05.12;66100;130;42 679,00 z³
26.04.12;66110;130;0,61 z³
6.04.14;66120;130;22 282,00 z³
20.12.12;66130;130;72,84 z³
26.04.13;66510;140;34,27 z³
24.01.11;66520;140;34,57 z³
26.08.16;66530;140;24,95 z³
28.09.09;66550;140;15,86 z³
5.11.14;68050;170;0,02 z³
27.01.13;61510;150;53,40 z³
24.02.12;61520;150;141,50 z³
28.05.14;61530;150;42,65 z³
12.05.10;61540;150;42 430,00 z³
13.08.16;61550;150;133,00 z³
19.11.09;61560;150;29 037,00 z³
16.12.11;61570;150;142,22 z³
21.01.13;62010;150;686,96 z³
18.07.13;62020;150;293,04 z³
6.06.12;62030;150;0,46 z³
2.12.13;62099;150;18,81 z³
2.08.17;62510;120;111,61 z³
19.04.11;62520;120;38,86 z³
11.08.12;62530;120;18,58 z³
14.07.11;62550;120;38,00 z³
7.03.14;62560;120;33 878,00 z³
12.09.16;63050;150;42 462,00 z³
30.01.12;64000;150;222,25 z³
14.12.12;64010;150;15,90 z³
10.12.09;64020;150;42 375,00 z³
14.02.13;65540;110;452,12 z³
3.01.13;65550;110;48,77 z³
5.04.16;65570;110;12 114,00 z³
2.11.12;65590;110;45,76 z³
9.11.13;65600;110;228,36 z³
16.04.10;65610;110;32,76 z³
13.05.16;65660;110;17,18 z³
28.06.13;65690;110;48,71 z³
29.06.11;65700;110;218,28 z³
28.02.14;65710;110;672,33 z³
17.03.11;65730;110;13,92 z³
27.02.10;65740;110;450,04 z³
13.12.10;65750;110;596,34 z³
5.06.12;65760;110;44 621,00 z³
15.01.14;65770;110;0,59 z³
17.11.16;65900;170;66,83 z³
20.01.10;66010;130;35 156,00 z³
27.07.15;66020;130;187,82 z³
20.01.15;66030;130;12 816,00 z³
7.05.11;66040;130;28 672,00 z³
1.10.16;66050;130;41,21 z³
13.08.15;66070;130;14 154,00 z³
11.12.09;66080;130;44 958,00 z³
19.05.12;66090;130;13 394,00 z³
13.08.16;66100;130;42 679,00 z³
11.03.15;66110;130;0,61 z³
25.04.15;66120;130;22 282,00 z³
7.10.12;66130;130;72,84 z³
19.06.11;66510;140;34,27 z³
23.09.11;66520;140;34,57 z³
14.08.14;66530;140;24,95 z³
21.11.15;66550;140;15,86 z³
15.10.10;68050;170;0,02 z³
11.10.12;61510;150;53,40 z³
27.06.17;61520;150;141,50 z³
14.06.14;61530;150;42,65 z³
10.11.11;61540;150;42 430,00 z³
23.03.13;61550;150;133,00 z³
16.08.10;61560;150;29 037,00 z³
27.07.15;61570;150;142,22 z³
3.10.10;62010;150;686,96 z³
26.12.13;62020;150;293,04 z³
3.07.15;62030;150;0,46 z³
11.09.17;62099;150;18,81 z³
1.08.13;62510;120;111,61 z³
15.03.17;62520;120;38,86 z³
4.06.17;62530;120;18,58 z³
29.07.09;62550;120;38,00 z³
25.10.15;62560;120;33 878,00 z³
21.05.15;63050;150;42 462,00 z³
1.07.13;64000;150;222,25 z³
15.03.12;64010;150;15,90 z³
29.06.11;64020;150;42 375,00 z³
13.11.10;65540;110;452,12 z³
25.02.12;65550;110;48,77 z³
8.01.14;65570;110;12 114,00 z³
13.05.16;65590;110;45,76 z³
12.01.13;65600;110;228,36 z³
20.02.17;65610;110;32,76 z³
20.06.12;65660;110;17,18 z³
15.10.14;65690;110;48,71 z³
18.07.13;65700;110;218,28 z³
29.01.10;65710;110;672,33 z³
24.05.10;65730;110;13,92 z³
26.05.10;65740;110;450,04 z³
7.07.10;65750;110;596,34 z³
30.05.10;65760;110;44 621,00 z³
24.07.12;65770;110;0,59 z³
2.08.16;65900;170;66,83 z³
7.11.16;66010;130;35 156,00 z³
10.06.10;66020;130;187,82 z³
19.02.10;66030;130;12 816,00 z³
25.07.17;66040;130;28 672,00 z³
7.01.10;66050;130;41,21 z³
5.12.11;66070;130;14 154,00 z³
2.08.09;66080;130;44 958,00 z³
16.08.13;66090;130;13 394,00 z³
8.04.10;66100;130;42 679,00 z³
3.08.12;66110;130;0,61 z³
24.10.11;66120;130;22 282,00 z³
1.08.16;66130;130;72,84 z³
20.07.14;66510;140;34,27 z³
24.04.15;66520;140;34,57 z³
26.04.15;66530;140;24,95 z³
26.09.12;66550;140;15,86 z³
7.02.11;68050;170;0,02 z³
11.10.11;61510;150;53,40 z³
29.07.10;61520;150;141,50 z³
12.10.14;61530;150;42,65 z³
18.12.14;61540;150;42 430,00 z³
6.05.16;61550;150;133,00 z³
11.02.10;61560;150;29 037,00 z³
9.04.13;61570;150;142,22 z³
15.07.11;62010;150;686,96 z³
26.11.11;62020;150;293,04 z³
28.05.15;62030;150;0,46 z³
26.03.16;62099;150;18,81 z³
11.03.14;62510;120;111,61 z³
4.05.11;62520;120;38,86 z³
19.12.09;62530;120;18,58 z³
26.02.15;62550;120;38,00 z³
12.08.13;62560;120;33 878,00 z³
19.09.13;63050;150;42 462,00 z³
13.12.09;64000;150;222,25 z³
24.05.16;64010;150;15,90 z³
13.01.16;64020;150;42 375,00 z³
13.03.16;65540;110;452,12 z³
8.01.16;65550;110;48,77 z³
8.04.14;65570;110;12 114,00 z³
20.12.15;65590;110;45,76 z³
8.07.12;65600;110;228,36 z³
10.06.11;65610;110;32,76 z³
23.04.16;65660;110;17,18 z³
14.05.13;65690;110;48,71 z³
13.08.11;65700;110;218,28 z³
9.03.10;65710;110;672,33 z³
3.12.11;65730;110;13,92 z³
22.07.17;65740;110;450,04 z³
21.04.14;65750;110;596,34 z³
18.08.15;65760;110;44 621,00 z³
26.05.16;65770;110;0,59 z³
13.07.09;65900;170;66,83 z³
7.02.10;66010;130;35 156,00 z³
25.09.16;66020;130;187,82 z³
21.11.15;66030;130;12 816,00 z³
19.06.10;66040;130;28 672,00 z³
5.01.10;66050;130;41,21 z³
10.12.13;66070;130;14 154,00 z³
4.05.16;66080;130;44 958,00 z³
21.08.11;66090;130;13 394,00 z³
22.04.11;66100;130;42 679,00 z³
1.07.12;66110;130;0,61 z³
10.03.14;66120;130;22 282,00 z³
4.09.15;66130;130;72,84 z³
15.03.15;66510;140;34,27 z³
22.07.15;66520;140;34,57 z³
22.04.10;66530;140;24,95 z³
7.10.10;66550;140;15,86 z³
7.10.16;68050;170;0,02 z³
22.05.10;71010;120;553,95 z³
2.04.11;71020;120;256,95 z³
14.11.16;71030;120;90,45 z³
4.11.09;71040;120;42 005,00 z³
18.03.11;71050;120;204,51 z³
18.07.17;71060;120;77,54 z³
12.08.09;71070;120;107,39 z³
21.11.10;71080;120;15 189,00 z³
12.10.15;71160;150;100,74 z³
18.10.14;71170;150;270,55 z³
28.05.14;71180;150;17,69 z³
12.01.17;71190;150;32 234,00 z³
26.02.13;71200;150;48,86 z³
26.04.15;71240;150;250,20 z³
16.06.15;71299;150;16,32 z³
14.11.15;71310;150; 2,379,85 
3.07.11;71325;150;548,15 z³
30.08.14;71550;150;66,35 z³
6.08.14;71560;140;63,09 z³
22.03.13;72010;110; 2,458,98 
25.08.16;72020;110; 3,564,63 
1.09.10;72040;130;373,56 z³
3.11.13;72050;140;500,76 z³
2.09.09;72060;150; 3,364,92 
12.04.10;72070;150; 3,875,74 
6.09.10;72090;150;729,76 z³
5.11.11;72100;150;18,88 z³
22.02.14;72110;160; 2,650,00 
6.10.11;72120;160; 3,262,62 
23.02.16;72130;160;319,93 z³
14.12.13;72140;160;699,87 z³
26.08.16;72150;165; 1,641,91 
7.11.13;72160;170; 1,720,93 
3.09.10;72999;150;308,35 z³
14.01.12;73010;110;181,35 z³
26.04.10;73010;130;18,48 z³
2.01.15;73010;140;20,24 z³
18.10.14;73010;150;296,19 z³
14.02.10;73010;160;263,41 z³
26.07.12;73010;165;61,21 z³
14.05.10;73010;170;184,21 z³
31.10.13;73020;110;104,26 z³
19.10.09;73020;130;17 046,00 z³
27.08.17;73020;140;12 693,00 z³
23.10.09;73020;150;183,41 z³
9.09.17;73020;160;138,62 z³
16.06.14;73020;165;31,53 z³
31.05.15;73020;170;28,33 z³
2.11.11;73030;110;269,41 z³
5.11.15;73030;150;358,44 z³
27.05.11;73030;160;228,06 z³
12.04.10;73030;165;72,83 z³
6.10.14;73030;170;22,73 z³
29.02.12;73040;110;170,28 z³
24.09.15;73040;150;215,16 z³
3.10.12;73040;160;110,88 z³
29.01.11;73040;165;35,64 z³
18.05.11;73050;110;44,35 z³
25.05.14;73050;130;46 874,00 z³
18.08.09;73050;140;43 952,00 z³
24.10.13;73050;150;78,58 z³
9.09.16;73050;160;61,77 z³
16.09.14;73050;165;13,55 z³
16.04.16;73050;170;24,84 z³
19.05.16;80990;110; 1,010,54 
30.07.11;81010;110;28,55 z³
1.01.10;81010;160;126,24 z³
6.12.10;81040;160;93,33 z³
2.01.11;81050;160;604,99 z³
20.10.11;81090;160;299,69 z³
30.01.17;81100;160;90,82 z³
20.02.11;81110;160;42 650,00 z³
5.03.10;81120;160;17,60 z³
15.11.12;81130;160;66,42 z³
20.01.11;81150;160;22,29 z³
30.10.16;81170;160;105,15 z³
7.11.15;81200;160;141,08 z³
5.06.16;81210;160;13 119,00 z³
14.06.16;81220;160;0,86 z³
9.03.14;81230;160;155,26 z³
20.09.09;81270;160;46,59 z³
15.02.17;81280;160;19 725,00 z³
11.05.16;81350;160;13 789,00 z³
15.06.14;81900;165;24 259,00 z³
18.02.15;82030;130;16,95 z³
24.10.15;82040;130;27,16 z³
11.06.13;82050;150; 2,704,02 
3.09.09;82060;170;341,08 z³
23.03.15;83010;170;68,44 z³
26.09.09;83020;130;80,96 z³
25.02.15;83020;160;261,89 z³
5.12.14;83020;170;576,24 z³
11.11.16;83030;150;112,98 z³
8.09.09;83050;170;253,50 z³
27.09.10;83060;170;152,26 z³
3.07.15;83070;170;164,71 z³
25.05.17;84020;130;252,12 z³
10.02.13;84020;170;163,39 z³
11.03.17;84030;150;71,50 z³
26.08.16;85010;170;107,09 z³
14.10.16;85510;170;682,00 z³
8.08.17;86010;110;245,43 z³
27.10.10;86010;130;42 442,00 z³
2.03.14;86010;140;42 432,00 z³
12.08.09;86010;150;509,80 z³
13.01.17;86010;160;96,53 z³
15.02.12;86010;165;17,37 z³
10.09.17;86010;170;18,96 z³
1.04.11;86020;150;20 911,00 z³
23.06.17;86030;110;56,50 z³
25.02.13;86040;110; 1,777,73 
9.08.11;86040;150;132,99 z³
14.02.14;86050;110;123,95 z³
19.08.17;86050;150;70,90 z³
26.08.13;86050;160;171,04 z³
11.11.16;86100;110;195,26 z³
20.12.11;86100;120;88,28 z³
12.07.15;86100;150;75,71 z³
15.03.17;86100;160;19 633,00 z³
6.05.12;86100;170;208,63 z³
30.07.09;86140;110;65,50 z³
12.08.10;86150;110;170,32 z³
15.08.10;86180;110;19 419,00 z³
17.01.15;86180;140;20,90 z³
20.02.11;86180;160; 1,059,30 
26.05.15;86200;150;483,04 z³
13.08.15;86200;160;119,80 z³
19.04.15;86260;120;51,74 z³
9.07.13;86270;150;58,27 z³
18.06.10;86280;150;218,45 z³
13.10.15;86290;150;225,01 z³
23.12.14;86310;150;81,73 z³
17.01.10;86330;150;426,55 z³
17.01.12;86350;150;128,36 z³
6.05.16;86360;150;220,00 z³
30.06.15;86400;170;0,07 z³
6.01.10;86450;170;27,56 z³
2.01.14;86820;170;42 553,00 z³
15.05.12;86830;170;37,04 z³
8.04.13;86840;170;14 702,00 z³
21.02.16;61510;150;53,40 z³
23.12.16;61520;150;141,50 z³
29.04.16;61530;150;42,65 z³
3.12.12;61540;150;42 430,00 z³
13.12.14;61550;150;133,00 z³
20.08.09;61560;150;29 037,00 z³
19.06.17;61570;150;142,22 z³
12.06.10;62010;150;686,96 z³
20.11.15;62020;150;293,04 z³
7.09.15;62030;150;0,46 z³
23.08.12;62099;150;18,81 z³
3.03.16;62510;120;111,61 z³
24.06.11;62520;120;38,86 z³
27.01.12;62530;120;18,58 z³
3.07.17;62550;120;38,00 z³
8.03.16;62560;120;33 878,00 z³
27.03.17;63050;150;42 462,00 z³
3.04.14;64000;150;222,25 z³
9.08.12;64010;150;15,90 z³
8.09.15;64020;150;42 375,00 z³
11.10.12;65540;110;452,12 z³
1.06.15;65550;110;48,77 z³
22.01.14;65570;110;12 114,00 z³
18.12.10;65590;110;45,76 z³
28.02.16;65600;110;228,36 z³
5.06.17;65610;110;32,76 z³
26.01.12;65660;110;17,18 z³
5.08.15;65690;110;48,71 z³
20.08.10;65700;110;218,28 z³
22.05.14;65710;110;672,33 z³
19.09.13;65730;110;13,92 z³
19.09.11;65740;110;450,04 z³
23.08.12;65750;110;596,34 z³
19.07.15;65760;110;44 621,00 z³
30.08.17;65770;110;0,59 z³
4.01.16;65900;170;66,83 z³
7.06.10;66010;130;35 156,00 z³
19.02.12;66020;130;187,82 z³
5.04.10;66030;130;12 816,00 z³
4.01.17;66040;130;28 672,00 z³
22.04.10;66050;130;41,21 z³
31.03.17;66070;130;14 154,00 z³
10.09.14;66080;130;44 958,00 z³
27.06.15;66090;130;13 394,00 z³
14.05.11;66100;130;42 679,00 z³
18.10.14;66110;130;0,61 z³
27.12.09;66120;130;22 282,00 z³
18.12.10;66130;130;72,84 z³
28.06.14;66510;140;34,27 z³
27.04.10;66520;140;34,57 z³
30.12.13;66530;140;24,95 z³
9.05.12;66550;140;15,86 z³
30.08.12;68050;170;0,02 z³
21.07.12;61510;150;71,20 z³
9.07.11;61520;150;188,67 z³
9.01.14;61530;150;56,87 z³
9.06.14;61540;150;44 287,00 z³
9.07.12;61550;150;177,33 z³
2.11.14;61560;150;14 519,00 z³
9.02.13;61570;150;189,63 z³
2.09.16;62010;150;915,95 z³
22.02.16;62020;150;390,71 z³
21.01.15;62030;150;0,62 z³
13.05.13;62099;150;42 638,00 z³
27.02.14;62510;120;148,81 z³
2.07.17;62520;120;51,81 z³
31.05.11;62530;120;24,78 z³
22.03.13;62550;120;50,67 z³
27.11.09;62560;120;14,56 z³
16.02.13;63050;150;26 330,00 z³
24.06.13;64000;150;296,33 z³
14.03.10;64010;150;21,19 z³
12.11.09;64020;150;42 377,00 z³
27.12.15;65540;110;602,83 z³
2.02.16;65550;110;65,02 z³
14.06.13;65570;110;16 163,00 z³
17.11.16;65590;110;61,01 z³
27.08.14;65600;110;304,48 z³
12.01.16;65610;110;43,68 z³
16.08.10;65660;110;22,90 z³
21.08.13;65690;110;64,94 z³
18.10.09;65700;110;291,04 z³
5.01.17;65710;110;896,43 z³
25.02.14;65730;110;18,56 z³
11.03.17;65740;110;600,05 z³
23.04.13;65750;110;795,12 z³
18.04.12;65760;110;47 209,00 z³
20.07.15;65770;110;0,79 z³
24.08.17;65900;170;89,10 z³
25.05.16;66010;130;22 433,00 z³
29.05.16;66020;130;250,43 z³
10.10.10;66030;130;41 334,00 z³
3.01.17;66040;130;14 154,00 z³
5.03.14;66050;130;54,94 z³
6.07.12;66070;130;13,84 z³
6.08.12;66080;130;35 462,00 z³
30.05.11;66090;130;17 502,00 z³
23.07.15;66100;130;29 738,00 z³
2.05.15;66110;130;0,82 z³
17.01.16;66120;130;42 036,00 z³
23.05.15;66130;130;97,12 z³
1.04.15;66510;140;45,70 z³
10.01.11;66520;140;46,09 z³
23.07.12;66530;140;33,26 z³
19.07.15;66550;140;21,15 z³
21.11.10;68050;170;0,03 z³
20.03.13;61510;150;65,18 z³
5.05.13;61520;150;172,71 z³
3.07.14;61530;150;52,06 z³
17.07.12;61540;150;31 472,00 z³
7.07.09;61550;150;162,33 z³
10.09.16;61560;150;18 872,00 z³
23.09.15;61570;150;173,59 z³
10.03.10;62010;150;838,47 z³
25.07.17;62020;150;357,66 z³
5.11.15;62030;150;0,57 z³
21.04.17;62099;150;22,97 z³
29.06.14;62510;120;136,22 z³
22.05.17;62520;120;47,43 z³
24.12.16;62530;120;22,68 z³
4.07.16;62550;120;46,38 z³
10.03.17;62560;120;13,33 z³
24.11.10;63050;150;18 295,00 z³
1.09.09;64000;150;271,26 z³
7.12.12;64010;150;19,40 z³
22.06.12;64020;150;12 236,00 z³
8.11.12;65540;110;551,83 z³
30.07.09;65550;110;59,52 z³
23.08.16;65570;110;42 525,00 z³
30.03.13;65590;110;55,85 z³
12.12.13;65600;110;278,72 z³
20.04.17;65610;110;39,99 z³
27.10.15;65660;110;20,97 z³
23.08.16;65690;110;59,45 z³
25.03.12;65700;110;266,42 z³
30.12.09;65710;110;820,60 z³
19.10.13;65730;110;16,99 z³
19.03.14;65740;110;549,29 z³
26.11.16;65750;110;727,86 z³
8.03.14;65760;110;34 029,00 z³
11.10.09;65770;110;0,73 z³
25.08.17;65900;170;81,56 z³
11.06.14;66010;130;42 527,00 z³
10.12.15;66020;130;229,25 z³
24.01.17;66030;130;31 809,00 z³
9.09.11;66040;130;18 507,00 z³
27.05.15;66050;130;50,29 z³
13.11.14;66070;130;24 807,00 z³
31.03.10;66080;130;26 330,00 z³
11.07.13;66090;130;15 646,00 z³
3.01.17;66100;130;45 444,00 z³
20.12.16;66110;130;0,75 z³
10.10.11;66120;130;35 431,00 z³
7.08.16;66130;130;88,90 z³
23.03.13;66510;140;41,83 z³
25.06.15;66520;140;42,20 z³
29.10.10;66530;140;30,45 z³
19.08.12;66550;140;19,36 z³
22.04.17;68050;170;0,03 z³
13.07.16;61510;150;60,68 z³
15.07.15;61520;150;160,80 z³
26.08.16;61530;150;48,47 z³
24.10.15;61540;150;21 610,00 z³
26.04.10;61550;150;151,14 z³
14.09.17;61560;150;31 625,00 z³
23.02.13;61570;150;161,62 z³
18.03.13;62010;150;780,64 z³
15.07.14;62020;150;333,00 z³
25.10.14;62030;150;0,53 z³
5.07.11;62099;150;21,38 z³
26.12.14;62510;120;126,83 z³
3.02.10;62520;120;44,16 z³
23.06.14;62530;120;42 725,00 z³
13.11.12;62550;120;43,18 z³
24.09.16;62560;120;15 311,00 z³
7.04.11;63050;150;11 720,00 z³
12.10.13;64000;150;252,55 z³
9.02.17;64010;150;42 539,00 z³
6.03.14;64020;150;30 468,00 z³
15.11.10;65540;110;513,77 z³
8.01.10;65550;110;55,42 z³
13.06.13;65570;110;28 550,00 z³
29.07.12;65590;110;52,00 z³
24.07.15;65600;110;259,50 z³
17.09.12;65610;110;37,23 z³
8.09.14;65660;110;19,52 z³
9.06.12;65690;110;55,35 z³
7.09.11;65700;110;248,05 z³
16.04.16;65710;110;764,01 z³
9.08.17;65730;110;15,82 z³
23.10.14;65740;110;511,41 z³
2.05.10;65750;110;677,66 z³
7.09.14;65760;110;24 167,00 z³
25.12.12;65770;110;0,68 z³
24.09.15;65900;170;75,94 z³
29.08.14;66010;130;23 498,00 z³
4.03.10;66020;130;213,44 z³
23.04.14;66030;130;24 504,00 z³
13.10.12;66040;130;30 895,00 z³
13.03.17;66050;130;46,83 z³
23.09.09;66070;130;29 526,00 z³
2.07.14;66080;130;19 391,00 z³
14.07.12;66090;130;23 285,00 z³
2.04.13;66100;130;29 707,00 z³
4.08.13;66110;130;0,70 z³
26.06.10;66120;130;30 317,00 z³
12.05.16;66130;130;82,77 z³
16.02.17;66510;140;38,95 z³
6.12.10;66520;140;39,29 z³
5.05.17;66530;140;28,35 z³
25.11.12;66550;140;42 418,00 z³
10.08.10;68050;170;0,03 z³
28.07.10;;; 23,820,33 
